osm_id,code,fclass,name,LAT,LONG
6087107031,5601,railway_station,Shrivagilu,"075° 35' 41.8""""  ","12° 47' 57.07"""" "
6087271292,5601,railway_station,Yedamangala,"075° 26' 35.85""""  ","12° 42' 53.96"""" "
6087290399,5601,railway_station,Narimogaru,"075° 17' 31.62""""  ","12° 44' 44.65"""" "
6087642665,5601,railway_station,Gollahalli,"077° 25' 2.43""""  ","13° 08' 45.08"""" "
6087642801,5601,railway_station,Doddabele,"077° 21' 6.73""""  ","13° 13' 0.1"""" "
6087642829,5601,railway_station,Nidvanda,"077° 16' 22.61""""  ","13° 14' 40.92"""" "
6089324161,5601,railway_station,Devanur,"076° 05' 34.42""""  ","13° 26' 7.58"""" "
6089324182,5601,railway_station,Ballekere,"076° 01' 31.5""""  ","13° 29' 56.99"""" "
6090181905,5601,railway_station,Tolahunse,"075° 57' 52.3""""  ","14° 23' 58.72"""" "
6091705496,5601,railway_station,Chalgeri,"075° 44' 9.44""""  ","14° 33' 41.12"""" "
6091738277,5601,railway_station,Devaragudda,"075° 34' 34.13""""  ","14° 40' 5.09"""" "
6091755111,5601,railway_station,Byadgi,"075° 29' 22.64""""  ","14° 41' 56.96"""" "
6091805284,5601,railway_station,Karajgi,"075° 24' 30.1""""  ","14° 51' 6.69"""" "
6091825109,5601,railway_station,Kalsur,"075° 24' 4.14""""  ","14° 53' 14.27"""" "
6093141810,5601,railway_station,Savanur,"075° 24' 25.26""""  ","14° 57' 46.97"""" "
6093174608,5601,railway_station,Yalavigi,"075° 24' 39.54""""  ","15° 02' 2.0"""" "
6093198365,5601,railway_station,Saunshi,"075° 18' 2.09""""  ","15° 12' 12.06"""" "
6093245291,5601,railway_station,Hubballi South,"075° 10' 31.57""""  ","15° 19' 59.6"""" "
6094397704,5601,railway_station,Unkal,"075° 07' 30.32""""  ","15° 22' 26.38"""" "
6094406607,5601,railway_station,Amargol,"075° 05' 53.43""""  ","15° 24' 40.78"""" "
6094486415,5601,railway_station,Kyarakoppa,"074° 57' 20.96""""  ","15° 27' 18.45"""" "
6094508951,5601,railway_station,Kambarganvi,"074° 49' 45.88""""  ","15° 27' 48.14"""" "
6096184502,5601,railway_station,Kashanatti,"074° 47' 0.8""""  ","15° 26' 21.91"""" "
6097226671,5601,railway_station,Tavargatti,"074° 39' 45.08""""  ","15° 24' 52.46"""" "
6097245031,5601,railway_station,Nagargali,"074° 37' 16.71""""  ","15° 25' 24.42"""" "
6097289548,5601,railway_station,Devarayi,"074° 34' 36.54""""  ","15° 27' 13.36"""" "
6097343534,5601,railway_station,Shivathan,"074° 31' 21.96""""  ","15° 28' 41.09"""" "
6099768470,5601,railway_station,Gunji,"074° 28' 49.27""""  ","15° 32' 37.5"""" "
6103822994,5601,railway_station,Suldhal,"074° 40' 41.19""""  ","16° 00' 8.34"""" "
6103852358,5601,railway_station,Gokak Road,"074° 44' 20.7""""  ","16° 12' 19.35"""" "
6104941484,5601,railway_station,Chinchli,"074° 51' 12.42""""  ","16° 33' 57.05"""" "
6105020726,5601,railway_station,Shedbal,"074° 45' 8.87""""  ","16° 43' 12.94"""" "
6118957143,5601,railway_station,Tippasandra,"077° 07' 7.53""""  ","13° 03' 18.54"""" "
6119257870,5601,railway_station,Hirisave,"076° 34' 28.34""""  ","12° 56' 49.8"""" "
6119316709,5601,railway_station,Samudhravalli,"076° 19' 2.76""""  ","12° 56' 34.07"""" "
6121228283,5601,railway_station,Bellenahalli,"075° 46' 32.13""""  ","13° 44' 33.33"""" "
6121463260,5601,railway_station,Shimoga Bidare,"075° 38' 26.58""""  ","13° 54' 13.8"""" "
6121708569,5601,railway_station,Kumsi,"075° 24' 34.02""""  ","14° 03' 24.17"""" "
6122954434,5601,railway_station,Navalgund Road,"075° 21' 16.97""""  ","15° 26' 6.28"""" "
6123037063,5601,railway_station,Kondikoppa,"075° 28' 21.26""""  ","15° 25' 51.52"""" "
6123063472,5601,railway_station,Binkadakatti,"075° 35' 45.93""""  ","15° 26' 12.11"""" "
6123185543,5601,railway_station,Kanginhal,"075° 43' 10.48""""  ","15° 26' 54.24"""" "
6123256413,5601,railway_station,Sompur Road,"075° 52' 25.17""""  ","15° 25' 18.17"""" "
6129724720,5601,railway_station,Kariganuru,"076° 25' 59.97""""  ","15° 15' 5.44"""" "
6129807083,5601,railway_station,Bayaluvaddigeri,"076° 32' 9.28""""  ","15° 13' 47.96"""" "
6131954117,5601,railway_station,Kudatini,"076° 45' 48.19""""  ","15° 12' 52.93"""" "
6132090321,5601,railway_station,Ballari Junction,"076° 55' 24.9""""  ","15° 08' 43.91"""" "
6132543614,5601,railway_station,Haddinagundu,"076° 58' 58.06""""  ","15° 09' 10.46"""" "
6132962953,5601,railway_station,Hombala,"075° 34' 39.54""""  ","15° 31' 20.44"""" "
6133936481,5601,railway_station,Jadarama Kunti,"075° 50' 14.76""""  ","16° 16' 56.33"""" "
6133948523,5601,railway_station,Kudala Sangama,"075° 53' 33.6""""  ","16° 18' 27.36"""" "
6133953343,5601,railway_station,Benal,"075° 52' 53.92""""  ","16° 23' 4.78"""" "
6133966029,5601,railway_station,Wandal,"075° 51' 52.35""""  ","16° 24' 59.27"""" "
6134274637,5601,railway_station,Mulvad,"075° 44' 49.17""""  ","16° 37' 13.2"""" "
6134365903,5601,railway_station,Jumnal,"075° 42' 51.08""""  ","16° 43' 18.82"""" "
6137341047,5601,railway_station,Lachyan,"075° 58' 16.95""""  ","17° 16' 44.26"""" "
6138406958,5601,railway_station,Sulikeri,"075° 39' 3.1""""  ","16° 07' 22.03"""" "
6138418380,5601,railway_station,Kajjidoni,"075° 28' 4.89""""  ","16° 09' 51.4"""" "
6138455049,5601,railway_station,Budagumpa,"076° 17' 49.89""""  ","15° 23' 44.64"""" "
6138460517,5601,railway_station,Chikkabenakal,"076° 26' 34.2""""  ","15° 25' 42.97"""" "
6138462358,5601,railway_station,Jabbalagudda,"076° 22' 6.95""""  ","15° 25' 28.2"""" "
6138507541,5601,railway_station,Vyasanakere,"076° 21' 51.91""""  ","15° 13' 52.27"""" "
6138518116,5601,railway_station,Vyasa Colony Junction,"076° 23' 0.63""""  ","15° 11' 12.81"""" "
6138741479,5601,railway_station,Teligi,"075° 53' 51.88""""  ","14° 39' 33.98"""" "
6138804131,5601,railway_station,Ramgad,"076° 26' 57.24""""  ","15° 07' 1.41"""" "
6154791613,5601,railway_station,Carmelaram,"077° 42' 21.01""""  ","12° 54' 26.57"""" "
6161287645,5601,railway_station,Taj Sultanpur,"076° 49' 50.61""""  ","17° 22' 55.57"""" "
6161287646,5601,railway_station,Bablad,"076° 46' 45.61""""  ","17° 20' 12.61"""" "
6161287654,5601,railway_station,Savalgi,"076° 42' 38.71""""  ","17° 20' 22.89"""" "
6161287664,5601,railway_station,Hunsi Hadgil,"076° 38' 48.34""""  ","17° 21' 10.06"""" "
6161513563,5601,railway_station,Martur,"076° 54' 7.98""""  ","17° 11' 59.07"""" "
6400857549,5601,railway_station,Baiyappanahalli,"077° 39' 8.5""""  ","12° 59' 26.73"""" "
6400857550,5601,railway_station,Swami Vivekananda Road,"077° 38' 41.63""""  ","12° 59' 9.35"""" "
6400857551,5601,railway_station,Indiranagar,"077° 38' 19.18""""  ","12° 58' 42.0"""" "
6400857552,5601,railway_station,Halasuru,"077° 37' 36.07""""  ","12° 58' 35.4"""" "
6400857553,5601,railway_station,Trinity,"077° 37' 1.27""""  ","12° 58' 22.88"""" "
6400857554,5601,railway_station,Mahatma Gandhi Road,"077° 36' 24.44""""  ","12° 58' 31.9"""" "
6400857555,5601,railway_station,Cubbon Park,"077° 35' 51.27""""  ","12° 58' 51.45"""" "
6400857556,5601,railway_station,"Dr. B. R. Ambedkar Station, Vidhana Soudha","077° 35' 29.9""""  ","12° 58' 43.47"""" "
6400857557,5601,railway_station,"Sir M. Visvesvaraya Stn., Central College","077° 35' 3.19""""  ","12° 58' 28.27"""" "
6400857558,5601,railway_station,"Nadaprabhu Kempegowda Station, Majestic","077° 34' 22.35""""  ","12° 58' 32.55"""" "
6400857559,5601,railway_station,Krantivira Sangolli Rayanna Railway Station,"077° 33' 55.36""""  ","12° 58' 33.16"""" "
6400857560,5601,railway_station,Magadi Road,"077° 33' 19.27""""  ","12° 58' 32.28"""" "
6400857561,5601,railway_station,"Sri Balagangadharanatha Swamiji Station, Hosahalli","077° 32' 44.24""""  ","12° 58' 27.46"""" "
6400857562,5601,railway_station,Vijayanagar,"077° 32' 14.66""""  ","12° 58' 15.44"""" "
6400857563,5601,railway_station,Attiguppe,"077° 32' 0.88""""  ","12° 57' 42.82"""" "
6400857564,5601,railway_station,Deepanjali Nagar,"077° 32' 13.24""""  ","12° 57' 7.41"""" "
6400857565,5601,railway_station,Mysore Road,"077° 31' 48.57""""  ","12° 56' 48.19"""" "
6410706688,5601,railway_station,Mantri Square Sampige Road,"077° 34' 14.63""""  ","12° 59' 25.67"""" "
6410706689,5601,railway_station,Mahakavi Kuvempu Road,"077° 33' 24.83""""  ","12° 59' 54.71"""" "
6410706690,5601,railway_station,Rajajinagar,"077° 32' 58.76""""  ","13° 00' 1.89"""" "
6410706691,5601,railway_station,Mahalakshmi,"077° 32' 55.7""""  ","13° 00' 28.97"""" "
6410706692,5601,railway_station,Sandal Soap Factory,"077° 33' 14.34""""  ","13° 00' 52.76"""" "
6410706695,5601,railway_station,Peenya,"077° 31' 59.52""""  ","13° 01' 58.87"""" "
6410706696,5601,railway_station,Peenya Industry,"077° 31' 31.77""""  ","13° 02' 10.74"""" "
6432710292,5601,railway_station,Yelachenahalli,"077° 34' 12.43""""  ","12° 53' 45.78"""" "
6432710293,5601,railway_station,Jaya Prakash Nagar,"077° 34' 23.26""""  ","12° 54' 26.91"""" "
6432710294,5601,railway_station,Banashankari,"077° 34' 24.95""""  ","12° 54' 54.79"""" "
6432710295,5601,railway_station,Rashtreeya Vidyalaya Road,"077° 34' 48.96""""  ","12° 55' 16.79"""" "
6432710296,5601,railway_station,Jayanagar,"077° 34' 48.52""""  ","12° 55' 46.22"""" "
6432710297,5601,railway_station,South  End Circle,"077° 34' 48.2""""  ","12° 56' 17.73"""" "
6432710298,5601,railway_station,Lalbagh,"077° 34' 48.06""""  ","12° 56' 47.5"""" "
6432710299,5601,railway_station,National College,"077° 34' 25.28""""  ","12° 57' 1.9"""" "
6432710300,5601,railway_station,Krishna Rajendra Market,"077° 34' 28.77""""  ","12° 57' 39.16"""" "
6432710301,5601,railway_station,Chickpete,"077° 34' 28.4""""  ","12° 58' 0.83"""" "
6589655366,5601,railway_station,Gaudgaon,"076° 31' 52.78""""  ","17° 20' 11.46"""" "
6594379690,5601,railway_station,Sulehalli,"077° 03' 9.5""""  ","17° 04' 48.28"""" "
6594497613,5601,railway_station,Kurgunta,"077° 21' 37.23""""  ","17° 11' 31.12"""" "
6595637959,5601,railway_station,Kamalnagar,"077° 10' 43.41""""  ","18° 14' 26.26"""" "
6595646246,5601,railway_station,Kalagapura,"077° 11' 37.32""""  ","18° 09' 29.58"""" "
6595653641,5601,railway_station,Halbarga,"077° 20' 25.87""""  ","17° 58' 29.55"""" "
6597224132,5601,railway_station,Hallikhed,"077° 16' 37.94""""  ","17° 50' 53.68"""" "
6597322155,5601,railway_station,Hallikhed K.,"077° 04' 7.13""""  ","17° 40' 16.13"""" "
6597380047,5601,railway_station,Kamalapura,"076° 58' 46.96""""  ","17° 35' 12.65"""" "
6597400710,5601,railway_station,Kurukotta,"076° 53' 43.37""""  ","17° 28' 33.65"""" "
7697676104,5601,railway_station,Linganabandi,"076° 09' 32.03""""  ","15° 41' 57.12"""" "
9020912154,5601,railway_station,Karatagi,"076° 40' 40.66""""  ","15° 37' 10.81"""" "
9049846515,5601,railway_station,Jnanabharathi,"077° 30' 44.66""""  ","12° 56' 7.57"""" "
9050797592,5601,railway_station,Pantharapalya - Nayandahalli,"077° 31' 30.42""""  ","12° 56' 30.02"""" "
9051395755,5601,railway_station,Kengeri Bus Terminal,"077° 29' 16.28""""  ","12° 54' 52.88"""" "
9051405243,5601,railway_station,Kengeri,"077° 28' 35.68""""  ","12° 54' 28.48"""" "
9051410519,5601,railway_station,Rajarajeshwari Nagar,"077° 31' 10.84""""  ","12° 56' 11.76"""" "
9051417969,5601,railway_station,Pattanagere,"077° 29' 54.06""""  ","12° 55' 27.3"""" "
9919570131,5601,railway_station,Challaghatta,"077° 27' 40.64""""  ","12° 53' 50.47"""" "
9919651773,5601,railway_station,Silk Institute,"077° 31' 47.84""""  ","12° 51' 42.23"""" "
9919651774,5601,railway_station,Thalaghattapura,"077° 32' 18.22""""  ","12° 52' 17.07"""" "
9919651775,5601,railway_station,Vajarahalli,"077° 32' 41.07""""  ","12° 52' 38.77"""" "
9919651776,5601,railway_station,Doddakallasandra,"077° 33' 9.92""""  ","12° 53' 4.72"""" "
9919651777,5601,railway_station,Konanakunte Cross,"077° 33' 45.6""""  ","12° 53' 20.28"""" "
9954825906,5601,railway_station,Thanisandra,"077° 37' 55.41""""  ","13° 03' 36.34"""" "
10251526302,5601,railway_station,Mirjan,"074° 25' 29.2""""  ","14° 30' 1.36"""" "
10252966552,5601,railway_station,Krishnarajapuram,"077° 40' 32.34""""  ","13° 00' 2.16"""" "
10252989482,5601,railway_station,Shimoga Town,"075° 35' 0.88""""  ","13° 56' 37.54"""" "
10267368800,5601,railway_station,Halakatta,"076° 59' 30.54""""  ","17° 02' 33.84"""" "
10693510545,5601,railway_station,Talakal,"075° 59' 13.11""""  ","15° 23' 54.76"""" "
11834900271,5601,railway_station,Maranayakanahalli,"077° 45' 50.33""""  ","12° 43' 6.99"""" "
11941173068,5601,railway_station,Nagasandra,"077° 30' 0.51""""  ","13° 02' 52.63"""" "
11941186869,5601,railway_station,Yeshwantpur,"077° 32' 59.55""""  ","13° 01' 23.76"""" "
11941186870,5601,railway_station,Kadugodi Tree Park,"077° 44' 49.24""""  ","12° 59' 8.34"""" "
12514337068,5601,railway_station,Sir M Visvesvaraya Terminal,"077° 38' 28.15""""  ","12° 59' 58.76"""" "
